Geneid,REM_1,REM_2,REM_3,EIDD_1,EIDD_2,EIDD_3,EIDD_4,Control_1,Control_2,Control_3,Control_4
ENSMAUG00000006507,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007277,4,0,0,4,4,0,0,0,0,0,0
ENSMAUG00000007813,0,9,0,2,2,0,0,0,0,0,0
ENSMAUG00000008284,1341,1224,846,406,549,317,201,179,117,559,274
ENSMAUG00000008622,97,138,178,40,83,26,26,4,0,36,0
ENSMAUG00000009079,199,174,224,42,106,30,11,110,77,141,146
ENSMAUG00000011545,258,175,252,1911,3011,2279,905,635,373,2087,797
ENSMAUG00000011907,0,0,0,0,0,0,0,0,0,0,2
ENSMAUG00000012120,1977,2221,2086,636,832,589,383,349,194,1016,428
ENSMAUG00000012296,610,586,601,308,433,323,163,266,129,445,345
ENSMAUG00000012964,0,8,0,0,0,0,0,0,0,0,1
ENSMAUG00000014959,0,0,0,4,2,0,0,0,0,1,0
ENSMAUG00000016131,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000017435,0,5,0,2,4,4,0,2,0,2,0
ENSMAUG00000017706,94,108,100,8,24,20,4,8,2,27,21
ENSMAUG00000018208,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000018396,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000176,122,77,49,150,234,97,99,67,34,197,76
ENSMAUG00000000187,72,73,93,314,414,270,247,155,109,348,214
ENSMAUG00000000191,12,0,4,16,4,0,0,2,1,5,1
ENSMAUG00000000206,1229,918,885,334,424,233,145,293,121,481,352
ENSMAUG00000000267,0,0,0,0,0,0,0,0,0,1,2
ENSMAUG00000000278,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003194,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003573,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006506,4,0,0,0,2,2,0,2,0,0,0
ENSMAUG00000000343,1534,1364,1216,1879,2638,1256,1160,1004,624,2309,1217
ENSMAUG00000000359,978,480,472,480,819,516,242,479,202,1066,1028
ENSMAUG00000001106,0,0,0,2,10,8,0,4,0,8,0
ENSMAUG00000001769,2182,2412,3206,3828,5474,3614,1723,1186,585,3948,1466
ENSMAUG00000001946,4836,3757,4102,856,851,546,316,436,315,1129,523
ENSMAUG00000002443,3314,3095,4236,904,967,734,475,1092,765,2137,1082
ENSMAUG00000003119,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003222,0,1,0,5,4,2,2,2,0,0,0
ENSMAUG00000004706,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006390,0,0,12,39,55,25,56,108,141,43,109
ENSMAUG00000006462,0,0,0,9,18,4,2,4,0,13,5
ENSMAUG00000006509,5591,4567,5804,725,990,567,218,574,249,1298,742
ENSMAUG00000006758,11,10,4,11,12,18,4,3,4,6,7
ENSMAUG00000006859,1770,2176,1615,2768,4475,3060,1237,1269,440,4171,2403
ENSMAUG00000006957,27584,21952,29914,8619,7446,4702,3255,4517,3084,9628,6312
ENSMAUG00000007542,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007731,48,70,38,217,224,145,98,113,53,236,138
ENSMAUG00000008801,22,15,12,203,259,137,144,70,47,264,98
ENSMAUG00000009457,583,613,371,422,655,400,239,171,91,447,181
ENSMAUG00000009604,324,234,472,299,331,341,180,505,218,695,1054
ENSMAUG00000010310,1623,1828,1916,982,1453,932,606,345,191,1120,446
ENSMAUG00000010577,12,0,0,19,64,12,6,31,28,44,43
ENSMAUG00000010877,182,127,202,20,21,16,14,3,4,19,9
ENSMAUG00000011167,332,181,259,112,167,84,54,67,33,177,88
ENSMAUG00000011937,1697,1506,1428,1077,1447,809,576,546,264,1332,738
ENSMAUG00000011952,110,81,120,91,193,54,32,48,52,119,92
ENSMAUG00000012032,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000012262,2269,1787,1347,245,242,178,124,122,136,425,246
ENSMAUG00000013210,469,586,414,583,952,672,310,207,93,860,324
ENSMAUG00000013736,146,190,295,176,260,144,60,81,59,276,107
ENSMAUG00000014604,0,0,0,7,1,3,4,0,0,3,4
ENSMAUG00000015064,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016253,1351,1144,1343,193,256,199,87,122,75,303,187
ENSMAUG00000016345,6,28,74,14,11,17,16,14,8,33,6
ENSMAUG00000016399,7437,4558,5708,1642,1569,1326,778,855,399,2323,1254
ENSMAUG00000016464,508,490,430,129,146,101,48,130,72,219,204
ENSMAUG00000017134,1462,938,1100,278,407,223,148,142,91,343,153
ENSMAUG00000017558,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000017646,138,90,185,38,38,12,8,22,6,48,34
ENSMAUG00000018323,70,120,130,227,301,239,85,32,12,167,22
ENSMAUG00000018787,374,294,259,133,252,177,83,50,55,167,62
ENSMAUG00000019356,284,226,101,141,169,109,26,41,18,168,46
ENSMAUG00000019779,0,12,0,2,4,6,0,2,0,4,14
ENSMAUG00000019853,111,95,160,122,151,52,49,52,42,88,72
ENSMAUG00000019946,4,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000020285,1147,1437,842,461,568,386,209,174,85,445,189
ENSMAUG00000020822,0,2,0,0,0,0,0,0,0,0,0
ENSMAUG00000021082,0,0,0,0,0,2,0,0,0,0,2
ENSMAUG00000021155,2619,1854,1828,2216,2889,1930,1021,882,385,2356,1149
ENSMAUG00000001002,444,475,749,4166,6003,2605,2792,549,515,3345,302
ENSMAUG00000001924,2,7,16,0,0,0,0,0,0,0,0
ENSMAUG00000002098,26,53,118,20,39,14,13,13,12,53,14
ENSMAUG00000004839,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005525,0,0,0,0,0,0,0,0,0,0,1
ENSMAUG00000005799,0,0,6,38,47,14,20,19,3,18,11
ENSMAUG00000010354,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000011173,0,0,0,0,3,2,2,3,0,1,1
ENSMAUG00000011261,1583,1578,2224,1044,1101,900,911,686,353,1317,580
ENSMAUG00000012438,1317,1116,1523,236,269,152,100,129,87,260,160
ENSMAUG00000012723,1214,1575,1642,1254,1749,1269,682,668,398,1810,762
ENSMAUG00000013455,1797,1502,1369,1121,1578,805,649,528,269,1412,812
ENSMAUG00000013790,14,38,0,28,10,18,8,14,2,18,8
ENSMAUG00000014085,2997,3798,2267,1419,1944,876,874,741,411,1987,659
ENSMAUG00000014654,472,614,282,365,461,289,147,135,64,347,156
ENSMAUG00000016273,2080,1935,1835,1594,2205,1285,930,675,383,1902,797
ENSMAUG00000016455,715,521,483,173,209,153,102,89,36,159,82
ENSMAUG00000016574,24,56,60,347,498,178,186,89,50,407,138
ENSMAUG00000019494,264,303,521,135,185,121,71,77,34,143,84
ENSMAUG00000020038,214,169,174,148,192,133,100,86,38,139,105
ENSMAUG00000021142,144,158,308,688,1161,766,218,232,108,717,314
ENSMAUG00000000961,16030,17390,13378,10501,16813,8642,6396,6304,3541,14193,9493
ENSMAUG00000001462,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002000,0,4,0,7,12,6,12,5,8,10,12
ENSMAUG00000002249,84,119,64,127,192,209,64,53,34,138,67
ENSMAUG00000002471,3991,3063,4287,1826,2029,1553,1047,1006,564,2351,1556
ENSMAUG00000004215,0,0,0,2,0,0,0,0,0,0,0
ENSMAUG00000006089,3214,4056,2845,7962,12058,8243,3571,2573,1572,7833,2911
ENSMAUG00000006128,0,0,0,15,30,6,6,7,0,14,6
ENSMAUG00000008544,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011110,1367,1054,1107,635,638,379,385,375,186,709,535
ENSMAUG00000011428,457,828,1082,1305,1826,1113,566,438,193,1409,540
ENSMAUG00000012264,0,0,1,0,6,0,2,0,0,2,0
ENSMAUG00000012443,277,282,284,136,144,172,108,149,84,209,151
ENSMAUG00000014871,155,272,162,102,136,121,69,31,10,117,16
ENSMAUG00000014896,114,204,154,705,755,490,488,151,150,755,182
ENSMAUG00000015180,6949,4665,6689,697,907,620,284,538,320,1085,908
ENSMAUG00000016533,6853,5988,5470,2957,3590,2062,1755,1568,873,3836,2091
ENSMAUG00000000103,0,0,4,0,2,0,0,2,2,0,0
ENSMAUG00000000118,28,97,390,159,60,38,60,95,78,182,78
ENSMAUG00000000522,273,325,313,106,84,114,94,108,100,164,118
ENSMAUG00000000918,3070,2472,3015,1387,1362,895,671,616,516,1465,745
ENSMAUG00000001103,0,0,0,2,3,9,0,0,0,2,3
ENSMAUG00000001770,34,22,86,31,31,19,17,32,16,33,39
ENSMAUG00000002216,4,0,0,22,19,11,13,16,2,27,26
ENSMAUG00000002869,0,0,0,0,4,0,0,0,0,0,0
ENSMAUG00000003121,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003149,0,0,0,0,2,1,0,0,0,0,0
ENSMAUG00000003155,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000004826,0,2,0,10,17,9,2,0,4,5,1
ENSMAUG00000007256,4,0,0,7,20,4,8,1,0,9,1
ENSMAUG00000007836,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000007853,56,22,29,15,13,6,4,14,6,10,12
ENSMAUG00000008204,2590,2352,2540,1570,1891,1344,907,706,325,1950,887
ENSMAUG00000008654,602,427,583,401,580,270,184,221,103,537,313
ENSMAUG00000008832,4217,3187,5292,1257,1649,1005,783,765,524,1486,953
ENSMAUG00000009588,154,50,122,63,95,43,29,6,10,19,11
ENSMAUG00000010817,2353,2370,3675,1208,1500,853,721,802,496,1422,777
ENSMAUG00000011005,4,8,2,33,44,61,10,25,13,85,35
ENSMAUG00000011980,16,26,12,95,114,58,84,8,6,73,2
ENSMAUG00000012828,2986,2274,2764,918,846,494,374,796,428,1289,1024
ENSMAUG00000014053,8,14,4,22,30,14,14,6,0,9,5
ENSMAUG00000014513,428,384,284,325,512,308,166,110,62,434,124
ENSMAUG00000016187,4,18,18,47,80,87,18,10,9,72,11
ENSMAUG00000017771,339,428,419,148,90,74,47,43,38,140,61
ENSMAUG00000001364,911,1022,1435,854,960,568,371,307,156,714,429
ENSMAUG00000001512,296,348,213,292,730,324,186,91,104,385,152
ENSMAUG00000001533,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001538,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001765,0,0,16,10,15,12,6,19,5,14,8
ENSMAUG00000003240,3827,2026,1748,258,592,362,94,433,223,875,882
ENSMAUG00000004148,7,0,4,2,0,0,0,6,2,11,10
ENSMAUG00000004387,77,74,76,216,232,272,84,74,24,260,97
ENSMAUG00000004482,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004509,602,482,402,546,779,528,312,371,138,662,461
ENSMAUG00000005028,3749,3009,3035,6552,11143,6809,3827,3238,1293,8645,4698
ENSMAUG00000005035,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005046,0,0,0,0,1,2,3,5,0,2,0
ENSMAUG00000005138,1557,1479,1750,1240,1756,1229,576,453,262,1569,482
ENSMAUG00000005187,0,0,0,0,7,4,1,0,1,0,0
ENSMAUG00000005680,0,0,0,0,0,0,1,0,0,0,0
ENSMAUG00000005893,0,0,0,2,0,0,0,0,0,0,0
ENSMAUG00000006517,0,0,0,4,18,9,2,3,2,13,3
ENSMAUG00000006909,13553,9831,11250,1843,2124,1477,1186,1824,1008,2855,3099
ENSMAUG00000006948,150,158,114,84,94,62,20,48,18,102,56
ENSMAUG00000009221,4783,3379,3872,1636,2190,2160,693,800,455,2506,1120
ENSMAUG00000010355,2691,2895,2837,612,654,494,326,306,205,711,379
ENSMAUG00000010491,1061,930,1321,182,254,141,92,138,100,358,157
ENSMAUG00000011074,1447,1531,1658,350,385,594,261,143,70,513,136
ENSMAUG00000012599,6,12,16,33,52,33,12,16,12,39,23
ENSMAUG00000012603,2822,2190,2312,1227,1645,1258,546,687,414,1644,938
ENSMAUG00000012637,326,250,274,73,83,92,47,59,38,129,81
ENSMAUG00000013098,244,400,412,1105,1369,948,544,422,210,1386,388
ENSMAUG00000013252,1654,1731,1922,525,569,375,271,348,294,700,350
ENSMAUG00000013507,937,721,700,811,1140,719,497,476,210,1143,570
ENSMAUG00000013665,336,283,340,745,1188,879,323,318,187,1005,408
ENSMAUG00000014679,39,123,325,223,224,127,79,100,80,254,64
ENSMAUG00000014726,0,2,10,12,46,47,20,8,0,6,13
ENSMAUG00000015119,585,452,415,215,209,95,95,76,52,212,92
ENSMAUG00000015183,10073,9074,8238,2780,3537,2287,1459,1484,771,3732,1950
ENSMAUG00000015508,3462,2593,2876,1414,2180,1217,682,657,339,1797,921
ENSMAUG00000015679,35,17,39,1,4,3,3,4,4,16,8
ENSMAUG00000016943,267,141,174,135,216,157,49,63,17,145,50
ENSMAUG00000017418,990,1019,1127,434,511,284,157,233,121,489,295
ENSMAUG00000018479,960,873,742,567,1067,810,250,225,116,889,283
ENSMAUG00000018670,54,58,41,0,11,7,1,3,5,24,4
ENSMAUG00000018997,188,169,222,54,52,66,26,13,18,73,21
ENSMAUG00000019308,0,2,0,0,0,0,0,0,0,0,0
ENSMAUG00000019607,1124,1045,1212,269,304,206,124,215,94,416,254
ENSMAUG00000020245,22,10,52,47,44,39,27,25,6,44,11
ENSMAUG00000020379,538,586,567,1053,1381,960,616,360,194,1053,362
ENSMAUG00000020918,0,0,0,4,4,1,0,2,0,1,4
ENSMAUG00000021141,1184,1200,860,129,177,121,55,124,66,214,174
ENSMAUG00000021168,4225,3316,4562,1590,1469,750,709,633,445,1497,874
ENSMAUG00000021926,321,432,289,391,438,412,197,113,56,394,168
ENSMAUG00000000136,0,0,0,7,10,6,10,8,9,10,2
ENSMAUG00000000455,140,150,89,353,480,562,205,64,24,480,26
ENSMAUG00000000587,14,0,2,7,9,6,2,2,2,4,0
ENSMAUG00000001256,13,18,31,90,100,68,60,38,20,97,98
ENSMAUG00000002212,0,0,0,16,0,2,40,42,58,10,16
ENSMAUG00000005063,1256,1138,970,741,1095,564,401,345,175,843,404
ENSMAUG00000005731,0,0,0,13,14,9,4,2,0,9,2
ENSMAUG00000006025,391,262,226,136,137,134,76,92,30,179,105
ENSMAUG00000008916,26,106,182,184,158,93,68,71,44,171,64
ENSMAUG00000009073,1440,205,769,110,218,132,52,223,156,312,243
ENSMAUG00000009234,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000009814,3583,2909,2876,734,824,549,297,432,195,1113,545
ENSMAUG00000010546,491,172,291,33,128,39,17,116,66,140,163
ENSMAUG00000011607,1758,339,914,796,1348,743,419,1833,864,3423,1169
ENSMAUG00000012227,1030,989,913,1804,2363,1408,834,507,276,1952,531
ENSMAUG00000012515,266,266,312,218,327,274,132,142,85,356,194
ENSMAUG00000012555,442,534,542,229,294,146,114,74,62,224,136
ENSMAUG00000012772,250,282,183,439,1161,546,258,236,165,708,562
ENSMAUG00000013056,0,0,0,0,2,2,0,0,0,0,0
ENSMAUG00000014113,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015112,58,18,24,74,136,77,30,12,9,83,32
ENSMAUG00000015458,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015469,28,26,46,15,14,6,2,23,18,68,48
ENSMAUG00000016230,0,0,0,2,0,0,0,0,0,0,0
ENSMAUG00000017261,782,773,849,584,834,577,341,239,111,660,328
ENSMAUG00000017766,798,489,418,128,234,103,91,231,166,254,354
ENSMAUG00000000262,2185,3509,2429,2866,5401,2934,1533,1004,430,3295,1872
ENSMAUG00000000623,16,9,31,16,30,28,14,6,0,14,4
ENSMAUG00000002539,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003230,314,234,292,485,487,349,180,99,38,401,88
ENSMAUG00000004014,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000005396,0,0,0,13,22,17,6,0,0,10,11
ENSMAUG00000007957,323,191,217,257,339,233,115,73,42,325,101
ENSMAUG00000010117,448,436,427,518,661,423,250,193,99,653,332
ENSMAUG00000012413,14673,7054,9344,565,971,466,322,2415,1166,4243,3936
ENSMAUG00000012491,1779,1688,1316,630,887,549,311,298,155,781,407
ENSMAUG00000013277,346,758,1197,629,550,404,416,236,124,514,166
ENSMAUG00000013602,940,1312,1910,1503,1753,1173,840,489,241,1451,609
ENSMAUG00000013922,122,10,74,16,22,6,2,20,16,33,27
ENSMAUG00000016428,3526,3429,3799,2900,3589,2067,1551,1805,1210,3440,2227
ENSMAUG00000018088,1113,1768,2491,538,636,346,455,245,167,775,246
ENSMAUG00000019323,2388,1657,1160,1412,1935,1161,755,597,267,1731,958
ENSMAUG00000000733,1826,1502,995,1175,1490,1405,448,402,194,1132,395
ENSMAUG00000000898,1209,640,1003,381,538,451,181,283,144,719,401
ENSMAUG00000000983,4,0,6,0,0,0,0,0,2,0,0
ENSMAUG00000001034,0,0,2,22,28,34,20,3,0,23,0
ENSMAUG00000001234,1496,1478,1659,546,553,657,218,299,128,849,312
ENSMAUG00000001242,703,728,713,232,294,247,104,171,124,337,296
ENSMAUG00000001635,6,2,24,28,41,22,12,8,2,22,0
ENSMAUG00000001890,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000002050,0,0,0,0,0,0,0,0,4,2,6
ENSMAUG00000002314,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002434,835,1029,883,346,501,326,136,173,84,501,203
ENSMAUG00000002634,272,307,197,48,75,73,28,31,21,87,46
ENSMAUG00000003344,0,4,2,4,0,6,2,4,0,2,0
ENSMAUG00000003367,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003427,136,10,82,10,16,10,6,21,15,10,27
ENSMAUG00000003458,840,1056,1243,336,424,364,122,115,56,477,121
ENSMAUG00000004084,0,0,0,2,0,0,1,0,0,1,0
ENSMAUG00000004146,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004288,82,122,40,13,5,6,2,2,0,4,10
ENSMAUG00000004366,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004489,1972,1503,1515,1579,2385,1581,736,1037,669,2101,1209
ENSMAUG00000004587,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004730,7623,10849,15097,4240,5548,3864,2090,2721,2464,6707,3189
ENSMAUG00000004991,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005004,0,0,0,0,0,0,0,1,0,0,0
ENSMAUG00000005555,0,0,0,13,10,4,6,0,0,0,2
ENSMAUG00000005623,0,0,18,3,8,9,0,3,0,4,2
ENSMAUG00000006138,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006377,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006443,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006492,0,0,0,1,3,1,3,0,0,2,0
ENSMAUG00000006623,593,456,521,713,978,688,345,284,165,808,368
ENSMAUG00000006655,10,17,8,13,40,27,10,12,6,27,5
ENSMAUG00000006865,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007185,0,0,0,2,11,0,0,0,0,1,0
ENSMAUG00000007397,0,2,8,21,21,21,5,8,2,4,5
ENSMAUG00000007822,551,442,426,868,1174,745,578,295,193,963,498
ENSMAUG00000007949,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008000,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000008342,253,273,432,30,21,46,43,14,6,39,14
ENSMAUG00000008461,0,0,2,1,11,11,7,12,0,6,7
ENSMAUG00000008552,26,14,20,93,68,76,35,7,3,76,12
ENSMAUG00000008755,0,6,2,4,1,8,5,2,0,2,0
ENSMAUG00000009023,182,187,141,78,74,95,36,15,4,112,28
ENSMAUG00000009177,2205,1990,2372,594,510,378,312,389,256,722,358
ENSMAUG00000009189,201,272,320,37,59,50,32,21,6,86,30
ENSMAUG00000009636,4953,3137,4431,945,1360,1178,404,448,280,1466,697
ENSMAUG00000009990,1539,1260,1261,190,194,150,73,125,59,227,154
ENSMAUG00000010547,5513,3908,3532,766,1088,790,301,565,320,1230,714
ENSMAUG00000010573,7,8,65,54,47,18,9,15,11,65,23
ENSMAUG00000010869,0,18,14,25,33,22,9,4,2,42,10
ENSMAUG00000011413,1875,1823,1877,1073,1196,906,404,352,172,1204,404
ENSMAUG00000011728,258,134,282,322,422,339,97,130,47,403,167
ENSMAUG00000011824,3838,2593,2130,3153,5389,4167,1394,1766,782,4743,1985
ENSMAUG00000011834,4952,2278,3091,929,1164,889,244,776,403,1635,1146
ENSMAUG00000012054,108,51,101,118,201,158,65,51,11,179,80
ENSMAUG00000012200,28,86,84,70,91,139,42,10,4,96,20
ENSMAUG00000012952,0,0,0,0,1,0,0,0,0,0,0
ENSMAUG00000013094,273,168,196,86,124,157,30,80,34,156,93
ENSMAUG00000013143,1741,1399,1844,518,600,531,229,440,245,820,557
ENSMAUG00000013215,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013703,1723,2513,4427,1848,1906,1455,973,321,241,1623,314
ENSMAUG00000013857,6951,6363,7428,1708,1683,1066,1018,1019,894,2237,1089
ENSMAUG00000013893,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014410,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014413,826,779,863,579,930,741,284,237,79,898,242
ENSMAUG00000014516,0,0,20,133,147,132,43,46,16,146,19
ENSMAUG00000014597,758,809,974,532,687,584,181,155,72,647,163
ENSMAUG00000014662,1387,1212,720,570,782,508,180,293,136,623,287
ENSMAUG00000014833,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014856,1373,1108,1205,427,635,549,174,235,134,618,292
ENSMAUG00000015044,2072,2115,2361,421,539,326,125,223,127,639,292
ENSMAUG00000015417,12015,4654,5914,443,434,350,183,878,346,1572,1761
ENSMAUG00000015530,1918,1203,1496,420,400,439,155,329,211,662,330
ENSMAUG00000015545,2,6,20,18,6,2,4,0,0,4,0
ENSMAUG00000016447,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016473,4092,3620,4530,1073,1236,1001,566,490,361,1351,607
ENSMAUG00000016521,1024,1158,1509,498,441,355,141,138,96,500,183
ENSMAUG00000016532,2670,2082,2644,808,1170,916,372,327,184,1058,399
ENSMAUG00000016832,1966,1656,2389,565,700,568,227,204,122,743,311
ENSMAUG00000016839,2665,2499,2876,810,1122,729,531,372,227,1058,578
ENSMAUG00000017225,335,376,461,237,284,229,113,84,40,288,82
ENSMAUG00000017456,202,144,86,131,219,100,35,45,21,110,74
ENSMAUG00000017627,19,20,66,4,12,10,4,0,8,4,12
ENSMAUG00000017647,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000017678,513,478,528,438,707,496,199,127,65,507,140
ENSMAUG00000017966,3743,2599,3018,2527,3902,2699,1024,1177,643,3482,1560
ENSMAUG00000017982,146,120,56,107,127,78,29,39,8,114,38
ENSMAUG00000018268,0,4,24,0,0,0,0,0,0,0,2
ENSMAUG00000018382,114,72,114,231,385,411,70,77,47,306,104
ENSMAUG00000018797,4,6,28,24,12,11,6,4,7,20,10
ENSMAUG00000018906,2694,1492,1671,451,528,204,201,268,213,543,330
ENSMAUG00000018987,3336,4272,3432,1914,3709,3238,801,671,268,3733,714
ENSMAUG00000019171,38,22,30,12,20,18,4,30,12,37,15
ENSMAUG00000019445,93,19,63,10,6,17,2,5,0,18,3
ENSMAUG00000019467,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000019543,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000019585,0,78,24,4,10,4,0,0,0,0,0
ENSMAUG00000019601,261,280,294,79,76,124,29,44,8,117,47
ENSMAUG00000019689,78,127,208,239,335,260,123,70,30,286,87
ENSMAUG00000019825,0,24,4,12,13,12,2,2,0,2,6
ENSMAUG00000020156,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000020442,948,747,769,205,219,227,88,140,94,310,193
ENSMAUG00000020632,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000020724,484,201,259,11,35,30,6,45,23,80,72
ENSMAUG00000020771,16,2,54,6,5,2,0,17,26,15,45
ENSMAUG00000020786,0,0,0,2,8,3,2,2,0,8,0
ENSMAUG00000020990,398,498,783,197,197,183,63,59,34,243,78
ENSMAUG00000021061,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000021073,1527,1227,860,298,385,372,138,200,84,458,274
ENSMAUG00000021860,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000333,4,10,0,8,2,0,6,4,8,9,12
ENSMAUG00000000356,1196,1071,662,343,433,228,208,128,75,332,119
ENSMAUG00000000425,853,732,1013,280,250,288,150,206,166,382,255
ENSMAUG00000000493,519,504,505,253,382,217,145,134,62,306,148
ENSMAUG00000001281,848,622,514,726,946,688,325,170,96,708,265
ENSMAUG00000001957,38,23,111,43,40,19,24,74,28,80,46
ENSMAUG00000001961,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002328,2,0,4,111,52,46,134,115,109,70,77
ENSMAUG00000002515,1173,1001,1110,874,744,518,443,525,271,1023,705
ENSMAUG00000002595,0,0,0,2,3,4,0,0,1,1,0
ENSMAUG00000003086,0,0,0,0,1,0,0,0,2,1,0
ENSMAUG00000003370,57,30,54,101,71,70,68,77,74,91,70
ENSMAUG00000003732,1,0,2,10,28,34,8,20,3,21,12
ENSMAUG00000004123,99,192,450,111,79,51,35,31,7,84,46
ENSMAUG00000004292,11,10,13,43,35,19,12,23,9,37,24
ENSMAUG00000005309,13,8,22,32,33,25,17,20,2,21,22
ENSMAUG00000005730,54,19,12,599,292,161,529,424,262,397,406
ENSMAUG00000005905,58,23,42,291,238,117,157,127,67,254,181
ENSMAUG00000006248,62,45,48,202,82,74,241,169,114,127,150
ENSMAUG00000006449,68,38,53,96,95,68,72,51,68,141,43
ENSMAUG00000007614,103,40,56,1087,1986,1055,594,177,98,1018,82
ENSMAUG00000008805,78,102,26,151,227,79,59,10,12,61,47
ENSMAUG00000009718,968,566,645,687,951,681,411,360,232,768,419
ENSMAUG00000010649,3990,4644,2708,2842,3675,2838,1442,1440,684,3717,1813
ENSMAUG00000010975,14,0,0,2,5,6,2,2,0,0,2
ENSMAUG00000011382,44,8,34,150,165,160,42,85,22,156,91
ENSMAUG00000011686,2964,2535,3144,520,488,335,277,424,312,644,492
ENSMAUG00000012157,1208,1096,916,408,444,310,246,436,336,610,509
ENSMAUG00000012162,570,901,1042,1355,1824,1595,668,409,222,1753,428
ENSMAUG00000014010,162,389,868,102,92,58,100,58,50,199,38
ENSMAUG00000014988,500,380,530,285,413,235,141,159,88,434,231
ENSMAUG00000015032,1450,1451,712,182,166,152,65,185,56,221,189
ENSMAUG00000015499,0,1,0,0,1,0,0,0,0,1,0
ENSMAUG00000015824,290,190,321,24,50,20,22,34,28,62,42
ENSMAUG00000015849,12,22,33,42,59,53,20,41,8,52,60
ENSMAUG00000016290,682,686,702,391,530,400,192,221,112,492,220
ENSMAUG00000017278,0,0,0,0,0,0,0,0,0,3,0
ENSMAUG00000017943,20,6,24,8,18,16,4,4,4,16,6
ENSMAUG00000018564,23,17,6,2,6,0,1,0,0,0,0
ENSMAUG00000002054,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002978,0,0,0,7,25,19,7,8,0,14,9
ENSMAUG00000004559,1321,1049,1793,1015,1369,1198,600,456,190,1295,445
ENSMAUG00000005703,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006419,0,0,0,3,8,2,2,2,0,7,0
ENSMAUG00000006638,0,2,0,2,0,0,0,0,0,0,0
ENSMAUG00000007537,2434,976,1764,839,1020,584,420,570,215,1209,637
ENSMAUG00000009527,8,4,52,8,4,1,6,12,4,10,38
ENSMAUG00000010152,0,0,0,2,1,0,2,0,0,4,0
ENSMAUG00000010750,125,132,114,1377,2114,1293,588,466,249,1641,524
